-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-0D-2D  :NCT Deutschland GmbH
-0D-26  :Primagraphics Limited
-0D-21  :WISCORE Inc.
-0D-14  :Vtech Innovation LP dba Advanced American Telephones
-0D-13  :Wilhelm Rutenbeck GmbH&Co.KG
-0D-1A  :Mustek System Inc.
-0D-0E  :Inqnet Systems, Inc.
-0D-01  :P&E Microcomputer Systems, Inc.
-0D-02  :NEC Platforms, Ltd.
-0D-07  :Calrec Audio Ltd
-0E-8D  :Systems in Progress Holding GmbH
-0E-94  :Maas International BV
-0E-87  :adp Gauselmann GmbH
-0E-81  :Devicescape Software, Inc.
-0E-88  :VIDEOTRON CORP.
-0E-75  :New York Air Brake Corp.
-0E-7A  :GemWon Communications Co., Ltd.
-0E-66  :Hitachi Industry & Control Solutions, Ltd.
-0D-F6  :Technology Thesaurus Corp.
-0D-FD  :Huges Hi-Tech Inc.,
-0E-02  :Advantech AMT Inc.
-0D-EA  :Kingtel Telecommunication Corp.
-0D-EF  :Soc. Coop. Bilanciai
-0D-DD  :Profilo Telra Elektronik Sanayi ve Ticaret. A.Å
-0D-DE  :Joyteck Co., Ltd.
-0D-E3  :AT Sweden AB
-0D-D0  :TetraTec Instruments GmbH
-0D-D7  :Bright
-0E-61  :MICROTROL LIMITED
-0E-5A  :TELEFIELD inc.
-0E-54  :AlphaCell Wireless Ltd.
-0E-4E  :Waveplus Technology Co., Ltd.
-0E-53  :AV TECH CORPORATION
-0E-47  :NCI System Co.,Ltd.
-0E-41  :NIHON MECHATRONICS CO.,LTD.
-0E-42  :Motic Incoporation Ltd.
-0E-3C  :Transact Technologies Inc
-0E-36  :HEINESYS, Inc.
-0D-B1  :Japan Network Service Co., Ltd.
-0D-A9  :T.E.A.M. S.L.
-0D-AC  :Japan CBM Corporation
-0D-A4  :DOSCH & AMAND SYSTEMS AG
-0D-97  :ABB Inc./Tropos
-0D-98  :S.W.A.C. Schmitt-Walter Automation Consult GmbH
-0D-8A  :Winners Electronics Co., Ltd.
-0D-91  :Eclipse (HQ Espana) S.L.
-0D-7F  :MIDAS  COMMUNICATION TECHNOLOGIES PTE LTD ( Foreign Branch)
-0D-79  :Dynamic Solutions Co,.Ltd.
-0D-73  :Technical Support, Inc.
-0D-7A  :DiGATTO Asia Pacific Pte Ltd
-0D-6C  :M-Audio
-0D-5A  :Tiesse SpA
-0D-60  :IBM Corp
-0D-59  :Amity Systems, Inc.
-0D-CB  :Petcomkorea Co., Ltd.
-0D-C4  :Emcore Corporation
-0D-BE  :Bel Fuse Europe Ltd.,UK
-0D-B8  :SCHILLER AG
-0D-BD  :Cisco Systems, Inc
-0E-30  :AERAS Networks, Inc.
-0E-29  :Shester Communications Inc
-0E-23  :Incipient, Inc.
-0E-24  :Huwell Technology Inc.
-0E-16  :SouthWing S.L.
-0E-1D  :ARION Technology Inc.
-0E-09  :Shenzhen Coship Software Co.,LTD.
-0E-11  :BDT BÃ¼ro und Datentechnik GmbH & Co.KG 
-0B-C8  :AirFlow Networks
-0B-CF  :AGFA NDT INC.
-0B-C3  :Multiplex, Inc.
-0B-BC  :En Garde Systems, Inc.
-0B-C1  :Bay Microsystems, Inc.
-0B-B0  :Sysnet Telematica srl
-0B-B5  :nStor Technologies, Inc.
-0B-A6  :Miyakawa Electric Works Ltd.
-0B-AB  :Advantech Technology (CHINA) Co., Ltd.
-0B-99  :SensAble Technologies, Inc.
-0B-9A  :Shanghai Ulink Telecom Equipment Co. Ltd.
-0B-9F  :Neue ELSA GmbH
-0B-94  :Digital Monitoring Products, Inc.
-0C-1D  :Mettler & Fuchs AG
-0C-22  :Double D Electronics Ltd
-0C-0F  :Techno-One Co., Ltd
-0C-16  :Concorde Microsystems Inc.
-0C-0A  :Guangdong Province Electronic Technology Research Institute
-0B-FD  :Cisco Systems, Inc
-0B-F7  :NIDEK CO.,LTD
-0B-FC  :Cisco Systems, Inc
-0B-FE  :CASTEL Broadband Limited
-0C-03  :HDMI Licensing, LLC
-0C-A4  :Prompttec Product Management GmbH
-0C-AB  :COMMEND International
-0C-98  :LETEK Communications Inc.
-0C-9D  :UbeeAirWalk, Inc.
-0C-9F  :NKE Corporation
-0C-8C  :KODICOM CO.,LTD.
-0C-91  :Riverhead Networks Inc.
-0C-80  :Opelcomm Inc.
-0C-85  :Cisco Systems, Inc
-0C-D0  :Symetrix
-0C-D5  :Passave Inc.
-0C-DC  :BECS Technology, Inc
-0C-C9  :ILWOO DATA & TECHNOLOGY CO.,LTD
-0C-B0  :Star Semiconductor Corporation
-0C-B6  :NANJING SEU MOBILE & INTERNET TECHNOLOGY CO.,LTD
-0C-BD  :Interface Masters, Inc
-0C-C2  :ControlNet (India) Private Limited
-0C-AF  :TRI TERM CO.,LTD.
-0C-71  :Wybron, Inc
-0C-78  :In-Tech Electronics Limited
-0C-7D  :TEIKOKU ELECTRIC MFG. CO., LTD
-0C-65  :Sunin Telecom
-0C-6A  :MBARI
-0C-6C  :Elgato Systems LLC
-0B-88  :Vidisco ltd.
-0B-8D  :Avvio Networks
-0B-7B  :Test-Um Inc.
-0B-7A  :L-3 Linkabit
-0B-7C  :Telex Communications
-0B-81  :Kaparel Corporation
-0B-6E  :Neff Instrument Corp.
-0B-75  :Iosoft Ltd.
-0B-69  :Franke Finland Oy
-91-D6  :Crystal Group, Inc.
-0B-62  :ib-mohnen KG
-0B-59  :ScriptPro, LLC
-0C-52  :Roll Systems Inc.
-0C-57  :MACKIE Engineering Services Belgium BVBA
-0C-59  :Indyme Electronics, Inc.
-0C-5E  :Calypso Medical
-0C-4B  :Cheops Elektronik
-0C-46  :Allied Telesyn Inc.
-0C-3D  :Glsystech Co., Ltd.
-0C-33  :Compucase Enterprise Co. Ltd.
-0C-36  :SHARP TAKAYA ELECTRONICS INDUSTRY CO.,LTD.
-0C-2C  :Enwiser Inc.
-0C-FB  :Korea Network Systems
-0C-EF  :Open Networks Engineering Ltd
-0C-F4  :AKATSUKI ELECTRIC MFG.CO.,LTD.
-0C-E8  :GuangZhou AnJuBao Co., Ltd
-0C-E1  :The Open Group
-0C-CF  :Cisco Systems, Inc
-0B-EB  :Systegra AG
-0B-F0  :MoTEX Products Co., Ltd.
-0B-DD  :TOHOKU RICOH Co., LTD.
-0B-E4  :Hosiden Corporation
-0B-D8  :Industrial Scientific Corp.
-0B-D4  :Beijing Wise Technology & Science Development Co.Ltd
-0A-1D  :Optical Communications Products Inc.
-0A-1F  :ART WARE Telecommunication Co., Ltd.
-0A-24  :Octave Communications
-0A-18  :Vichel Inc.
-0A-0C  :Scientific Research Corporation
-0A-11  :ExPet Technologies, Inc
-09-F8  :UNIMO TECHNOLOGY CO., LTD.
-09-FB  :Philips Patient Monitoring
-0A-02  :ANNSO CO., LTD.
-09-EB  :HuMANDATA LTD.
-09-EC  :Daktronics, Inc.
-09-F1  :Yamaki Electric Corporation
-09-E5  :Hottinger Baldwin Messtechnik GmbH
-09-D9  :Neoscale Systems, Inc
-09-DE  :Samjin Information & Communications Co., Ltd.
-09-CC  :Moog GmbH
-09-C6  :Visionics Corporation
-09-CB  :HBrain
-09-D2  :Mai Logic Inc.
-09-BE  :Mamiya-OP Co.,Ltd.
-09-C2  :Onity, Inc.
-0B-51  :Micetek International Inc.
-0B-54  :BiTMICRO Networks, Inc.
-0B-45  :Cisco Systems, Inc
-0B-4C  :Clarion (M) Sdn Bhd
-0B-40  :Oclaro
-0B-32  :VORMETRIC, INC.
-0B-39  :Keisoku Giken Co.,Ltd.
-0B-3E  :BittWare, Inc
-0B-26  :Wetek Corporation
-0B-2B  :HOSTNET CORPORATION
-0B-2D  :Danfoss Inc.
-0A-BB  :Taiwan Secom Co,. Ltd
-0A-C7  :Unication Group
-0A-AF  :Pipal Systems
-0A-B6  :COMPUNETIX, INC
-0A-A3  :SHIMAFUJI ELECTRIC CO.,LTD.
-0A-A8  :ePipe Pty. Ltd.
-0A-AA  :AltiGen Communications Inc.
-0A-90  :Bayside Interactive, Inc.
-0A-9C  :Server Technology, Inc.
-0A-96  :MEWTEL TECHNOLOGY INC.
-0A-81  :TEIMA Audiotex S.L.
-0A-83  :SALTO SYSTEMS S.L.
-0A-88  :InCypher S.A.
-0A-7C  :Tecton Ltd
-0A-70  :MPLS Forum
-0A-75  :Caterpillar, Inc
-0A-62  :Crinis Networks, Inc.
-0A-64  :Eracom Technologies
-0A-69  :SUNNY bell Technology Co., Ltd.
-0A-5D  :FingerTec Worldwide Sdn Bhd
-0A-F4  :Cisco Systems, Inc
-0A-E8  :Cathay Roxus Information Technology Co. LTD
-0A-DA  :Vindicator Technologies
-0A-DC  :RuggedCom Inc.
-0A-E1  :EG Technology
-0A-C9  :Zambeel Inc
-0A-CE  :RADIANTECH, INC.
-0A-D5  :Brainchild Electronic Co., Ltd.
-0A-4F  :Brain Boxes Limited
-0A-51  :GyroSignal Technology Co., Ltd.
-0A-56  :HITACHI Maxell Ltd.
-0A-4A  :Targa Systems Ltd.
-0A-37  :Procera Networks, Inc.
-0A-3E  :EADS Telecom
-0A-43  :Chunghwa Telecom Co., Ltd.
-0A-30  :Visteon Corporation
-0A-32  :Xsido Corporation
-0A-2B  :Etherstuff
-0A-29  :Pan Dacom Networking AG
-0B-1A  :Industrial Defender, Inc.
-0B-1F  :I CON Computer Co.
-0B-13  :ZETRON INC
-0B-0C  :Agile Systems Inc.
-0B-07  :Voxpath Networks
-0A-F9  :HiConnect, Inc.
-0A-FB  :Ambri Limited
-0B-00  :FUJIAN START COMPUTER EQUIPMENT CO.,LTD
-09-B8  :Entise Systems
-09-B7  :Cisco Systems, Inc
-09-B2  :L&F Inc.
-09-A5  :HANSUNG ELETRONIC INDUSTRIES DEVELOPMENT CO., LTD
-09-A6  :Ignis Optics, Inc.
-09-AB  :Netcontrol Oy
-09-9F  :VIDEX INC.
-07-B3  :Cisco Systems, Inc
-07-AD  :Pentacon GmbH Foto-und Feinwerktechnik
-07-A5  :Y.D.K Co. Ltd.
-07-9F  :Action Digital Inc.
-07-92  :SÃ¼tron Electronic GmbH
-07-99  :Tipping Point Technologies, Inc.
-07-8C  :Elektronikspecialisten i Borlange AB
-07-86  :Wireless Networks Inc.
-07-75  :Valence Semiconductor, Inc.
-07-7C  :Westermo Teleindustri AB
-07-76  :Federal APD
-07-7F  :J Communications Co., Ltd.
-07-80  :Bluegiga Technologies OY
-08-81  :DIGITAL HANDS CO.,LTD.
-C0-8C  :3COM CORPORATION
-08-7B  :RTX Telecom A/S
-08-80  :BroadTel Canada Communications inc.
-08-6E  :Hyglo AB
-08-68  :PurOptix
-08-61  :SoftEnergy Co., Ltd.
-08-4F  :Qualstar Corporation
-08-5B  :Hanbit Electronics Co., Ltd.
-08-55  :NASA-Goddard Space Flight Center
-08-4E  :DivergeNet, Inc.
-08-5C  :Shanghai Dare Technologies Co. Ltd.
-07-ED  :Altera Corporation
-07-F4  :Eletex Co., Ltd.
-07-E1  :WIS Communications Co. Ltd.
-07-D4  :Zhejiang Yutong Network Communication Co Ltd.
-07-DB  :Kirana Networks, Inc.
-07-D5  :3e Technologies Int;., Inc.
-05-F9  :TOA Corporation
-07-C5  :Gcom, Inc.
-07-CC  :Kaba Benzing GmbH
-07-C6  :VDS Vosskuhler GmbH
-07-B9  :Ginganet Corporation
-07-BF  :Armillaire Technologies, Inc.
-04-7F  :Chr. Mayr GmbH & Co. KG
-09-61  :Switchgear and Instrumentation Ltd
-09-5A  :RACEWOOD TECHNOLOGY
-09-54  :AMiT spol. s. r. o.
-09-4E  :BARTECH SYSTEMS INTERNATIONAL, INC
-09-53  :Linkage System Integration Co.Ltd.
-09-42  :Wireless Technologies, Inc
-09-47  :Aztek, Inc.
-09-3B  :HYUNDAI NETWORKS INC.
-09-34  :Dream-Multimedia-Tv GmbH
-08-BA  :Erskine Systems Ltd
-08-B4  :SYSPOL
-08-AE  :PacketFront Network Products AB
-08-A7  :iLogic Inc.
-08-A2  :ADI Engineering, Inc.
-08-A1  :CNet Technology Inc.
-08-9B  :ICP Electronics Inc.
-08-8D  :Sigma-Links Inc.
-08-93  :LE INFORMATION COMMUNICATION INC.
-08-8E  :Nihon Computer Co., Ltd.
-08-97  :Quake Technologies
-08-87  :Maschinenfabrik Reinhausen GmbH
-08-FD  :BlueKorea Co., Ltd.
-08-F5  :YESTECHNOLOGY Co.,Ltd.
-08-EF  :DIBAL,S.A.
-08-EA  :Motion Control Engineering, Inc
-08-DD  :Telena Communications, Inc.
-08-DE  :3UP Systems
-08-E3  :Cisco Systems, Inc
-08-D7  :HOW CORPORATION
-08-CB  :Zeta Broadband Inc.
-08-D0  :Musashi Engineering Co., LTD.
-08-C1  :Avistar Communications Corporation
-08-C6  :Philips Consumer Communications
-09-93  :Visteon Corporation
-09-98  :Capinfo Company Limited
-09-86  :Metalink LTD.
-09-85  :Auto Telecom Company
-09-8C  :Option Wireless Sweden
-09-80  :Power Zenith Inc.
-09-73  :Lenten Technology Co., Ltd.
-09-74  :Innopia Technologies, Inc.
-09-79  :Advanced Television Systems Committee, Inc.
-09-66  :Thales Navigation
-09-6D  :Powernet Technologies Corp.
-08-1F  :Pou Yuen Tech Corp. Ltd.
-08-26  :Colorado Med Tech
-08-20  :Cisco Systems, Inc
-08-25  :Acme Packet
-08-2C  :Homag AG
-08-19  :Banksys
-08-10  :Key Technology, Inc.
-08-13  :Diskbank, Inc.
-08-0A  :Espera-Werke GmbH
-08-04  :ICA Inc.
-07-FA  :ITT Co., Ltd.
-07-E7  :FreeWave Technologies
-07-EE  :telco Informationssysteme GmbH
-09-28  :Telecore
-09-2F  :Akom Technology Corporation
-09-22  :TST Biometrics GmbH
-09-21  :Planmeca Oy
-09-1C  :CacheVision, Inc
-09-10  :Simple Access Inc.
-09-15  :CAS Corp.
-09-0F  :Fortinet Inc.
-09-09  :Telenor Connect A/S
-09-02  :Redline Communications Inc.
-06-5E  :Photuris, Inc.
-06-45  :Meisei Electric Co. Ltd.
-06-44  :neix,Inc
-06-4B  :Alexon Co., Ltd.
-06-3B  :Arcturus Networks Inc.
-06-3A  :Dura Micro, Inc.
-06-34  :GTE Airfone Inc.
-06-2A  :Cisco Systems, Inc
-06-27  :Uniwide Technologies, Inc.
-06-2E  :Aristos Logic Corp.
-06-17  :Redswitch Inc.
-06-1E  :Maxan Systems
-06-18  :DigiPower Manufacturing Inc.
-07-70  :Ubiquoss Inc
-07-6B  :Stralfors AB
-07-5F  :VCS Video Communication Systems AG
-07-66  :Chou Chin Industrial Co., Ltd.
-07-59  :Boris Manufacturing Corp.
-07-4C  :Beicom Inc.
-07-53  :Beijing Qxcomm Technology Co., Ltd.
-07-43  :Chelsio Communications
-07-44  :Unico, Inc.
-07-47  :Mecalc
-07-37  :Soriya Co. Ltd.
-07-3E  :China Great-Wall Computer Shenzhen Co., Ltd.
-06-C4  :Piolink Inc.
-06-C0  :United Internetworks, Inc.
-06-BA  :Westwave Communications
-06-AD  :KB Electronics Ltd.
-06-B4  :Vorne Industries, Inc.
-06-AE  :Himachal Futuristic Communications Ltd
-06-B3  :Diagraph Corporation
-06-A3  :Bitran Corporation
-06-9D  :Petards Ltd
-06-A7  :Primarion
-06-57  :Market Central, Inc.
-06-97  :R & D Center
-06-91  :PT Inovacao
-05-C7  :I/F-COM A/S
-05-CE  :Prolink Microsystems Corporation
-05-C1  :A-Kyung Motion, Inc.
-05-BB  :Myspace AB
-05-9B  :Cisco Systems, Inc
-05-A7  :Hyperchip, Inc.
-05-B5  :Broadcom Technologies
-05-9A  :Cisco Systems, Inc
-05-A1  :Zenocom
-05-AB  :Cyber Fone, Inc.
-05-88  :Sensoria Corp.
-05-8E  :Flextronics International GmbH & Co. Nfg. KG
-06-12  :Accusys, Inc.
-06-09  :Crossport Systems
-06-0F  :Narad Networks Inc
-06-02  :Cirkitech Electronics Co.
-05-ED  :Technikum Joanneum GmbH
-06-00  :Toshiba Teli Corporation
-05-E7  :Netrake an AudioCodes Company
-05-F3  :Webyn
-05-FA  :IPOptical, Inc.
-05-DE  :Gi Fone Korea, Inc.
-05-DA  :Apex Automationstechnik
-05-C8  :VERYTECH
-05-D4  :FutureSmart Networks, Inc.
-06-EC  :Harris Corporation
-06-DF  :AIDONIC Corporation
-06-E0  :MAT Co., Ltd.
-06-E5  :Fujian Newland Computer Ltd. Co.
-06-DB  :ICHIPS Co., Ltd.
-06-D0  :Elgar Electronics Corp.
-06-D7  :Cisco Systems, Inc
-06-CA  :American Computer & Digital Components, Inc. (ACDC)
-05-81  :Snell
-05-7B  :Chung Nam Electronic Co., Ltd.
-05-82  :ClearCube Technology
-05-77  :SM Information & Communication
-05-71  :Seiwa Electronics Co.
-05-6B  :C.P. Technology Co., Ltd.
-05-65  :Tailyn Communication Company Ltd.
-05-5F  :Cisco Systems, Inc
-05-5E  :Cisco Systems, Inc
-05-58  :Synchronous, Inc.
-05-52  :Xycotec Computer GmbH
-05-49  :Salira Optical Network Systems
-07-2B  :Jung Myung Telecom Co., Ltd.
-07-31  :Ophir-Spiricon LLC
-07-1A  :Finedigital Inc.
-07-21  :Formac Elektronik GmbH
-07-0E  :Cisco Systems, Inc
-07-15  :General Research of Electronics, Inc.
-07-08  :Bitrage Inc.
-06-F2  :Platys Communications
-06-FE  :Ambrado, Inc
-06-FC  :Fnet Co., Ltd.
-06-84  :Biacore AB
-06-8A  :NeuronNet Co. Ltd. R&D Center
-06-7E  :WinCom Systems, Inc.
-06-70  :Upponetti Oy
-06-76  :Novra Technologies Inc.
-06-7A  :JMP Systems
-06-64  :Fostex Corporation
-06-6A  :InfiniCon Systems, Inc.
-06-51  :Aspen Networks Inc.
-06-5D  :Heidelberg Web Systems
-04-15  :Rasteme Systems Co., Ltd.
-04-08  :Sanko Electronics Co., Ltd.
-04-09  :Cratos Networks
-04-02  :Nexsan Technologies, Ltd.
-03-F8  :SanCastle Technologies, Inc.
-03-FF  :Microsoft Corporation
-03-F1  :Cicada Semiconductor, Inc.
-03-F2  :Seneca Networks
-03-EC  :ICG Research, Inc.
-03-E6  :Entone, Inc.
-03-DE  :OTC Wireless
-03-E1  :Winmate Communication, Inc.
-03-DA  :Takamisawa Cybernetics Co., Ltd.
-05-4C  :RF Innovations Pty Ltd
-05-43  :IQ Wireless GmbH
-05-3D  :Agere Systems
-05-30  :Andiamo Systems, Inc.
-05-37  :Nets Technology Co., Ltd.
-05-36  :Danam Communications, Inc.
-05-24  :BTL System (HK) Limited
-05-2A  :Ikegami Tsushinki Co., Ltd.
-05-1D  :Airocon, Inc.
-05-17  :Shellcomm, Inc.
-05-13  :VTLinx Multimedia Systems, Inc.
-04-D4  :Proview Electronics Co., Ltd.
-04-CE  :Patria Ailon
-04-CD  :Extenway Solutions Inc
-04-C7  :NetMount
-04-C8  :LIBA Maschinenfabrik GmbH
-04-C1  :Cisco Systems, Inc
-04-BB  :Bardac Corporation
-04-B5  :Equitrac Corporation
-04-A7  :FabiaTech Corporation
-04-A1  :Pathway Connectivity
-04-9A  :Cisco Systems, Inc
-03-5B  :BridgeWave Communications
-03-56  :Wincor Nixdorf International GmbH
-03-50  :BTICINO SPA
-03-48  :Norscan Instruments, Ltd.
-03-45  :Routrek Networks Corporation
-03-3D  :ILSHin Lab
-01-EC  :Ericsson Group
-03-31  :Cisco Systems, Inc
-03-38  :Oak Technology
-03-35  :Mirae Technology
-03-2C  :ABB Switzerland Ltd
-03-25  :Arima Computer Corp.
-04-53  :YottaYotta, Inc.
-04-4D  :Cisco Systems, Inc
-04-49  :Mapletree Networks
-04-43  :Agilent Technologies, Inc.
-04-3D  :INDEL AG
-04-31  :GlobalStreams, Inc.
-04-36  :ELANsat Technologies, Inc.
-04-30  :Netgem
-04-2A  :Wireless Networks, Inc.
-04-24  :TMC s.r.l.
-04-1B  :Bridgeworks Ltd.
-04-1E  :Shikoku Instrumentation Co., Ltd.
-03-D3  :Internet Energy Systems, Inc.
-03-CE  :ETEN Technologies, Inc.
-03-CB  :Nippon Systems Development Co., Ltd.
-03-C2  :Solphone K.K.
-03-C7  :hopf Elektronik GmbH
-03-BB  :Signal Communications Limited
-03-B5  :Entra Technology Co.
-03-B0  :Xsense Technology Corp.
-03-A4  :Imation Corp.
-03-A9  :AXCENT Media AG
-03-AD  :Emerson Energy Systems AB
-03-96  :EZ Cast Co., Ltd.
-05-0D  :Midstream Technologies, Inc.
-05-07  :Fine Appliance Corp.
-04-FD  :Japan Control Engineering Co., Ltd.
-04-F7  :Omega Band, Inc.
-04-F1  :WhereNet
-04-DA  :Relax Technology, Inc.
-80-87  :OKI ELECTRIC INDUSTRY CO., LTD
-04-E0  :Procket Networks
-04-60  :Knilink Technology, Inc.
-04-94  :Breezecom, Ltd.
-04-8E  :Ohm Tech Labs, Inc.
-04-95  :Tejas Networks India Limited
-04-83  :Deltron Technology, Inc.
-04-89  :YAFO Networks, Inc.
-04-79  :Radius Co., Ltd.
-04-6D  :Cisco Systems, Inc
-04-72  :Telelynx, Inc.
-04-6C  :Cyber Technology Co., Ltd.
-04-66  :ARMITEL Co.
-04-5A  :The Linksys Group, Inc.
-04-5F  :Avalue Technology, Inc.
-03-91  :Advanced Digital Broadcast, Ltd.
-03-8A  :America Online, Inc.
-03-8E  :Atoga Systems, Inc.
-03-7C  :Coax Media
-03-81  :Ingenico International
-03-75  :NetMedia, Inc.
-03-6E  :Nicon Systems (Pty) Limited
-03-62  :Vodtel Communications, Inc.
-03-1C  :Svenska Hardvarufabriken AB
-03-15  :Cidco Incorporated
-03-10  :E-Globaledge Corporation
-03-0D  :Uniwill Computer Corp.
-03-09  :Texcel Technology PLC
-03-04  :Pacific Broadband Communications
-01-9F  :ReadyNet
-02-FD  :Cisco Systems, Inc
-02-F6  :Equipe Communications
-02-F1  :Pinetron Co., Ltd.
-02-EF  :CCC Network Systems Group Ltd.
-02-EB  :Pico Communications
-02-E6  :Gould Instrument Systems, Inc.
-02-DF  :Net Com Systems, Inc.
-02-D3  :NetBotz, Inc.
-02-D8  :BRECIS Communications Corporation
-02-CC  :M.C.C.I
-02-D0  :Comdial Corporation
-02-C5  :Evertz Microsystems Ltd.
-02-C0  :Bencent Tzeng Industry Co., Ltd.
-02-BD  :Bionet Co., Ltd.
-02-B7  :Watanabe Electric Industry Co., Ltd.
-02-B0  :Hokubu Communication & Industrial Co., Ltd.
-02-A8  :Air Link Technology
-02-AB  :CTC Union Technologies Co., Ltd.
-02-A4  :AddPac Technology Co., Ltd.
-02-99  :Apex, Inc.
-02-9D  :Merix Corp.
-02-91  :Open Network Co., Ltd.
-02-8A  :Ambit Microsystems Corporation
-02-87  :Adapcom
-02-8C  :Micrel-Synergy Semiconductor
-02-82  :ViaClix, Inc.
-02-7B  :Amplify Net, Inc.
-02-4F  :IPM Datacom S.R.L.
-02-74  :Tommy Technologies Corp.
-02-6F  :Senao International Co., Ltd.
-02-64  :AudioRamp.com
-30-6C  :Hitex Holding GmbH
-01-77  :EDSL
-01-61  :Meta Machine Technology
-01-68  :VITANA CORPORATION
-01-74  :CyberOptics Corporation
-01-64  :Cisco Systems, Inc
-01-70  :ESE Embedded System Engineer'g
-01-52  :CHROMATEK INC.
-01-56  :FIREWIREDIRECT.COM, INC.
-01-3F  :Neighbor World Co., Ltd.
-01-46  :Tesco Controls, Inc.
-01-33  :KYOWA Electronic Instruments C
-01-E3  :Siemens AG
-01-EA  :Cirilium Corp.
-01-EF  :Camtel Technology Corp.
-01-F2  :Mark of the Unicorn, Inc.
-01-D7  :F5 Networks, Inc.
-01-DC  :Activetelco
-01-DF  :ISDN Communications, Ltd.
-01-D3  :PAXCOMM, Inc.
-01-C5  :Simpler Networks
-01-D0  :VitalPoint, Inc.
-01-B2  :Digital Processing Systems, Inc.
-01-C1  :Vitesse Semiconductor Corporation
-01-BA  :IC-Net, Inc.
-01-B6  :SAEJIN T&M Co., Ltd.
-02-2B  :SAXA, Inc.
-02-26  :XESystems, Inc.
-02-1E  :SIMTEL S.R.L.
-02-1A  :Zuma Networks
-02-0B  :Native Networks, Inc.
-02-12  :SierraCom
-02-17  :Cisco Systems, Inc
-02-07  :VisionGlobal Network Corp.
-02-04  :Bodmann Industries Elektronik GmbH
-01-F8  :TEXIO TECHNOLOGY CORPORATION
-01-FF  :Data Direct Networks, Inc.
-01-FB  :DoTop Technology, Inc.
-02-68  :Harris Government Communications
-02-5D  :Calix Networks
-02-58  :Flying Packets Communications
-02-57  :Microcom Corp.
-02-54  :WorldGate
-02-48  :Pilz GmbH & Co.
-02-2E  :TEAC Corp. R& D
-02-41  :Amer.com
-02-32  :Avision, Inc.
-01-2A  :Telematica Sistems Inteligente
-01-37  :IT Farm Corporation
-01-43  :Cisco Systems, Inc
-01-1B  :Unizone Technologies, Inc.
-01-22  :Trend Communications, Ltd.
-01-1E  :Precidia Technologies, Inc.
-01-08  :AVLAB Technology, Inc.
-01-0B  :Space CyberLink, Inc.
-01-AE  :Trex Enterprises
-01-AA  :Airspan Communications, Ltd.
-01-98  :Darim Vision
-01-80  :AOpen, Inc.
-01-87  :I2SE GmbH
-01-8F  :Kenetec, Inc.
-01-83  :ANITE TELECOMS
-01-9C  :JDS Uniphase Inc.
-01-90  :SMK-M
-30-D1  :INOVA CORPORATION
-30-32  :MagicRam, Inc.
-30-5A  :TELGEN CORPORATION
-30-69  :IMPACCT TECHNOLOGY CORP.
-30-EC  :BORGARDT
-30-B4  :INTERSIL CORP.
-30-8E  :CROSS MATCH TECHNOLOGIES, INC.
-30-D0  :Tellabs
-30-A5  :ACTIVE POWER
-30-09  :Tachion Networks, Inc.
-30-2F  :GE Aviation System
-30-A4  :Woodwind Communications System
-30-E5  :Amper Datos S.A.
-30-C0  :Lara Technology, Inc.
-30-0E  :Klotz Digital AG
-30-94  :Cisco Systems, Inc
-30-9A  :ASTRO TERRA CORP.
-30-0C  :CONGRUENCY, LTD.
-30-FD  :INTEGRATED SYSTEMS DESIGN
-30-23  :COGENT COMPUTER SYSTEMS, INC.
-30-DF  :KB/TEL TELECOMUNICACIONES
-30-7D  :GRE AMERICA, INC.
-D0-E4  :Cisco Systems, Inc
-D0-8B  :ADVA Optical Networking Ltd.
-D0-98  :Photon Dynamics Canada Inc.
-D0-5E  :STRATABEAM TECHNOLOGY, INC.
-D0-BE  :EMUTEC INC.
-D0-F4  :CARINTHIAN TECH INSTITUTE
-D0-AA  :CHASE COMMUNICATIONS
-D0-FA  :Thales e-Security Ltd.
-D0-06  :Cisco Systems, Inc
-D0-3D  :GALILEO TECHNOLOGY, LTD.
-D0-14  :ROOT, INC.
-D0-DD  :SUNRISE TELECOM, INC.
-D0-91  :SMARTSAN SYSTEMS, INC.
-B0-EE  :Ajile Systems, Inc.
-B0-E7  :British Federal Ltd.
-B0-4A  :Cisco Systems, Inc
-B0-69  :Honewell Oy
-B0-C2  :Cisco Systems, Inc
-B0-DF  :Starboard Storage Systems
-B0-EC  :EACEM
-30-92  :ModuNORM GmbH
-30-EE  :DSG Technology, Inc.
-30-42  :DeTeWe-Deutsche Telephonwerke
-30-99  :BOENIG UND KALLENBACH OHG
-30-51  :ORBIT AVIONIC & COMMUNICATION
-30-AB  :DELTA NETWORKS, INC.
-30-93  :Sonnet Technologies, Inc
-30-3C  :ONNTO CORP.
-30-C7  :Macromate Corp.
-30-66  :RFM
-30-7F  :IRLAN LTD.
-30-16  :ISHIDA CO., LTD.
-30-2A  :SOUTHERN INFORMATION
-30-DC  :RIGHTECH CORPORATION
-D0-A4  :ALANTRO COMMUNICATIONS
-D0-43  :ZONAL RETAIL DATA SYSTEMS
-D0-16  :SCM MICROSYSTEMS, INC.
-D0-12  :GATEWORKS CORP.
-D0-92  :GLENAYRE WESTERN MULTIPLEX
-D0-C5  :COMPUTATIONAL SYSTEMS, INC.
